name,email,password,district,specializationName,availability,bio,qualifications,languages,experienceYears,location,photoUrl,verificationStatus
"Dr. Savitha P",savitha.p@email.com,hashed_password_placeholder,Palakkad,Cardiologist,"[]","Availability: By Appointment. Focuses on preventative cardiology and management of cardiac risk factors in the Palakkad community.","MBBS, MD (General Medicine)","Malayalam, English",12,"10.7880,76.6530","https://example.com/photos/savitha_p.jpg",Approved
"Dr. Chandrasekharan Nair",chandra.nair@email.com,hashed_password_placeholder,Palakkad,Neurologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]}]","An experienced neurologist serving Palakkad, with expertise in stroke care and epilepsy management.","MBBS, MD, DM (Neurology)","Malayalam, English",18,"10.7850,76.6555","https://example.com/photos/chandrasekharan_nair.jpg",Approved
"Dr. Beena Viswanath",beena.v@email.com,hashed_password_placeholder,Palakkad,Neurologist,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""15:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""15:00""}]}]","Specializes in headache management and provides dedicated care for patients with chronic migraine in Palakkad.","MBBS, DNB (Neurology)","Malayalam, English",9,"10.7895,76.6520","https://example.com/photos/beena_viswanath.jpg",Approved
"Dr. Krishnadas P",krishnadas.p@email.com,hashed_password_placeholder,Palakkad,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]}]","A well-known orthopedic surgeon in Palakkad, specializing in trauma, fracture care, and arthritis management.","MBBS, MS (Orthopedics)","Malayalam, English",25,"10.7845,76.6540","https://example.com/photos/krishnadas_p.jpg",Approved
"Dr. Smitha Rajan",smitha.rajan@email.com,hashed_password_placeholder,Palakkad,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""16:00"",""endTime"":""19:00""}]}]","Focuses on sports injuries and physiotherapy, helping patients in Palakkad regain their active lifestyle.","MBBS, D-Ortho","Malayalam, English",11,"10.7875,76.6565","https://example.com/photos/smitha_rajan.jpg",Approved
"Dr. Asif Mohammed",asif.mohammed@email.com,hashed_password_placeholder,Palakkad,Dermatologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]}]","The go-to dermatologist in Palakkad for all skin, hair, and nail problems. Offers both medical and cosmetic treatments.","MBBS, MD (Dermatology)","Malayalam, English",15,"10.7860,76.6525","https://example.com/photos/asif_mohammed.jpg",Approved
"Dr. Dhanya Warrier",dhanya.warrier@email.com,hashed_password_placeholder,Palakkad,Dermatologist,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]}]","Specializes in pediatric dermatology and the management of atopic dermatitis in children in Palakkad.","MBBS, DDVL","Malayalam, English",8,"10.7900,76.6550","https://example.com/photos/dhanya_warrier.jpg",Approved
"Dr. Balakrishnan E",balakrishnan.e@email.com,hashed_password_placeholder,Palakkad,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""19:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""19:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""19:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""19:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""19:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""19:00""}]}]","A senior pediatrician in Palakkad, trusted by generations for his expertise in child health and infectious diseases.","MBBS, DCH","Malayalam, English",29,"10.7855,76.6535","https://example.com/photos/balakrishnan_e.jpg",Approved
"Dr. Sindhu Menon",sindhu.menon@email.com,hashed_password_placeholder,Palakkad,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]}]","Provides comprehensive pediatric care with a focus on nutrition and early development. A modern practitioner in Palakkad.","MBBS, MD (Pediatrics)","Malayalam, English",10,"10.7888,76.6560","https://example.com/photos/sindhu_menon.jpg",Approved
"Dr. Hameed Ali",hameed.ali@email.com,hashed_password_placeholder,Malappuram,Cardiologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]}]","A dedicated cardiologist providing advanced cardiac care to the people of Malappuram, specializing in coronary interventions.","MBBS, MD, DM (Cardiology)","Malayalam, English, Arabic",17,"11.0734,76.0740","https://example.com/photos/hameed_ali.jpg",Approved
"Dr. Fathima Suhra",fathima.suhra@email.com,hashed_password_placeholder,Malappuram,Cardiologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]}]","Focuses on preventative cardiology and managing heart disease in women. A trusted physician in Malappuram.","MBBS, DNB (Cardiology)","Malayalam, English",11,"11.0750,76.0720","https://example.com/photos/fathima_suhra.jpg",Approved
"Dr. Abdul Azeez",abdul.azeez@email.com,hashed_password_placeholder,Malappuram,Neurologist,"[]","Availability: By Appointment. A highly skilled neurologist serving Malappuram, with expertise in treating complex neurological disorders like stroke and epilepsy.","MBBS, MD, DM (Neurology)","Malayalam, English",16,"11.0720,76.0755","https://example.com/photos/abdul_azeez.jpg",Approved
"Dr. Reena P",reena.p@email.com,hashed_password_placeholder,Malappuram,Neurologist,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]}]","Provides specialized care for headaches, vertigo, and nerve pain, making quality neurology accessible in Malappuram.","MBBS, DNB (Neurology)","Malayalam, English",8,"11.0765,76.0710","https://example.com/photos/reena_p.jpg",Approved
"Dr. Moideen Kutty",moideen.kutty@email.com,hashed_password_placeholder,Malappuram,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""18:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""18:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""18:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""18:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""18:0g0""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""18:00""}]}]","A senior orthopedic surgeon in Malappuram, renowned for his expertise in trauma surgery and joint replacements.","MBBS, MS (Orthopedics)","Malayalam, English",26,"11.0715,76.0730","https://example.com/photos/moideen_kutty.jpg",Approved
"Dr. Sabitha Beevi",sabitha.beevi@email.com,hashed_password_placeholder,Malappuram,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""17:00"",""endTime"":""20:00""}]}]","Specializes in sports medicine and arthroscopy. A popular choice among the youth in Malappuram for orthopedic care.","MBBS, D-Ortho","Malayalam, English",10,"11.0740,76.0760","https://example.com/photos/sabitha_beevi.jpg",Approved
"Dr. Shihabudheen K",shihabudheen.k@email.com,hashed_password_placeholder,Malappuram,Dermatologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""11:00"",""endTime"":""20:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""11:00"",""endTime"":""20:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""11:00"",""endTime"":""20:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""11:00"",""endTime"":""20:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""11:00"",""endTime"":""20:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""11:00"",""endTime"":""20:00""}]}]","A leading dermatologist in Malappuram, offering a wide range of cosmetic and clinical dermatology services.","MBBS, MD (Dermatology)","Malayalam, English",14,"11.0730,76.0745","https://example.com/photos/shihabudheen_k.jpg",Approved
"Dr. Jameela Banu",jameela.banu@email.com,hashed_password_placeholder,Malappuram,Dermatologist,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""15:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""15:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""10:00"",""endTime"":""15:00""}]}]","Expert in treating pigmentary disorders and acne. Provides personalized and effective skin care solutions in Malappuram.","MBBS, DDVL","Malayalam, English",9,"11.0758,76.0718","https://example.com/photos/jameela_banu.jpg",Approved
"Dr. Ashraf P.K.",ashraf.pk@email.com,hashed_password_placeholder,Malappuram,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""21:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""21:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""21:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""21:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""21:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""21:00""}]},{""day"":""Sunday"",""slots"":[{""startTime"":""09:00"",""endTime"":""21:00""}]}]","A highly accessible and dedicated pediatrician in Malappuram, known for his round-the-clock availability and excellent clinical skills.","MBBS, DCH","Malayalam, English",22,"11.0725,76.0725","https://example.com/photos/ashraf_pk.jpg",Approved
"Dr. Amina Rasheed",amina.rasheed@email.com,hashed_password_placeholder,Malappuram,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]}]","Focuses on developmental pediatrics and childhood nutrition. A gentle and caring doctor for the children of Malappuram.","MBBS, MD (Pediatrics)","Malayalam, English",8,"11.0770,76.0750","https://example.com/photos/amina_rasheed.jpg",Approved
"Dr. Gopinathan Pillai",gopinathan.p@email.com,hashed_password_placeholder,Kozhikode,Cardiologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]}]","A distinguished cardiologist in Kozhikode, with extensive experience in invasive and non-invasive cardiac procedures.","MBBS, MD, DM (Cardiology)","Malayalam, English",25,"11.2588,75.7804","https://example.com/photos/gopinathan_pillai.jpg",Approved
"Dr. Radhika Menon",radhika.menon@email.com,hashed_password_placeholder,Kozhikode,Cardiologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]}]","Specializes in pediatric cardiology and congenital heart defects. A leading specialist in her field in Kozhikode.","MBBS, DNB (Cardiology), Fellowship in Pediatric Cardiology","Malayalam, English",15,"11.2600,75.7780","https://example.com/photos/radhika_menon.jpg",Approved
"Dr. C.K. Sasidharan",ck.sasidharan@email.com,hashed_password_placeholder,Kozhikode,Neurologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""14:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""14:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""14:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""14:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""14:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""10:00"",""endTime"":""14:00""}]}]","A senior neurologist in Kozhikode, revered for his diagnostic acumen and expertise in complex neurological cases.","MBBS, MD, DM (Neurology)","Malayalam, English",30,"11.2570,75.7820","https://example.com/photos/ck_sasidharan.jpg",Approved
"Dr. Preethi Warrier",preethi.warrier@email.com,hashed_password_placeholder,Kozhikode,Neurologist,"[]","Availability: By Appointment. Focuses on neuro-ophthalmology and movement disorders. A dedicated and research-oriented neurologist in Kozhikode.","MBBS, DNB (Neurology)","Malayalam, English",11,"11.2615,75.7770","https://example.com/photos/preethi_warrier.jpg",Approved
"Dr. Bhaskaran Nambiar",bhaskaran.n@email.com,hashed_password_placeholder,Kozhikode,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""18:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""18:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""18:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""18:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""18:00""}]}]","A pioneering orthopedic surgeon in Kozhikode, specializing in arthroplasty and spine surgery.","MBBS, MS (Orthopedics)","Malayalam, English",28,"11.2565,75.7800","https://example.com/photos/bhaskaran_nambiar.jpg",Approved
"Dr. Shereena Ali",shereena.ali@email.com,hashed_password_placeholder,Kozhikode,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""15:00"",""endTime"":""19:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""15:00"",""endTime"":""19:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""15:00"",""endTime"":""19:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""15:00"",""endTime"":""19:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""15:00"",""endTime"":""19:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""15:00"",""endTime"":""19:00""}]}]","Specializes in hand surgery and sports injuries. Provides comprehensive orthopedic care with a focus on rehabilitation.","MBBS, DNB (Orthopedics)","Malayalam, English",12,"11.2595,75.7830","https://example.com/photos/shereena_ali.jpg",Approved
"Dr. M.K. Haris",mk.haris@email.com,hashed_password_placeholder,Kozhikode,Dermatologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""19:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""19:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""19:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""19:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""19:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""10:00"",""endTime"":""19:00""}]}]","A leading dermatologist in Kozhikode, renowned for his expertise in aesthetic dermatology and laser treatments.","MBBS, MD (Dermatology)","Malayalam, English",20,"11.2580,75.7790","https://example.com/photos/mk_haris.jpg",Approved
"Dr. Anjana Gopinath",anjana.gopinath@email.com,hashed_password_placeholder,Kozhikode,Dermatologist,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]}]","Focuses on immunodermatology and pediatric skin conditions. A compassionate and knowledgeable doctor in Kozhikode.","MBBS, DDVL","Malayalam, English",9,"11.2620,75.7765","https://example.com/photos/anjana_gopinath.jpg",Approved
"Dr. T.P. Jayaraman",tp.jayaraman@email.com,hashed_password_placeholder,Kozhikode,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]}]","A legendary pediatrician in Kozhikode, having served the community for over three decades with unwavering dedication.","MBBS, MD (Pediatrics)","Malayalam, English",35,"11.2575,75.7810","https://example.com/photos/tp_jayaraman.jpg",Approved
"Dr. Neha Thomas",neha.thomas@email.com,hashed_password_placeholder,Kozhikode,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]}]","Specializes in pediatric critical care and neonatology. An integral part of the pediatric team at a major Kozhikode hospital.","MBBS, DCH, DNB (Pediatrics)","Malayalam, English",10,"11.2605,75.7795","https://example.com/photos/neha_thomas.jpg",Approved
"Dr. Alex John",alex.john@email.com,hashed_password_placeholder,Wayanad,Cardiologist,"[]","Availability: 1st and 3rd week of the month. A visiting cardiologist providing crucial cardiac consultations and diagnostic services to the people of Wayanad.","MBBS, DNB (Cardiology)","Malayalam, English",14,"11.6854,76.1320","https://example.com/photos/alex_john.jpg",Approved
"Dr. Megha S",megha.s@email.com,hashed_password_placeholder,Wayanad,Cardiologist,"[]","Availability: By Appointment. Focuses on managing hypertension and high cholesterol, promoting heart health in the scenic district of Wayanad.","MBBS, MD (General Medicine)","Malayalam, English",9,"11.6870,76.1300","https://example.com/photos/megha_s.jpg",Approved
"Dr. Santosh Prabhu",santosh.prabhu@email.com,hashed_password_placeholder,Wayanad,Neurologist,"[]","Availability: 2nd Saturday of every month. Provides much-needed neurological expertise in Wayanad, managing cases of epilepsy, stroke, and other nerve-related issues.","MBBS, DM (Neurology)","Malayalam, English",13,"11.6840,76.1335","https://example.com/photos/santosh_prabhu.jpg",Approved
"Dr. Lekha P",lekha.p@email.com,hashed_password_placeholder,Wayanad,Neurologist,"[]","Availability: Teleconsultation available. Offers neurological consultations, primarily via tele-medicine, to improve access for patients across Wayanad.","MBBS, DNB (Neurology)","Malayalam, English",7,"11.6885,76.1290","https://example.com/photos/lekha_p.jpg",Approved
"Dr. Sajan George",sajan.george@email.com,hashed_password_placeholder,Wayanad,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]}]","A resident orthopedic surgeon in Wayanad, handling trauma, fractures, and common orthopedic problems for the local community.","MBBS, MS (Orthopedics)","Malayalam, English",17,"11.6835,76.1310","https://example.com/photos/sajan_george.jpg",Approved
"Dr. Mini K",mini.k@email.com,hashed_password_placeholder,Wayanad,Orthopedic Surgeon,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""14:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""14:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""10:00"",""endTime"":""14:00""}]}]","Focuses on pain management and physiotherapy, providing essential orthopedic support in the hill district of Wayanad.","MBBS, D-Ortho","Malayalam, English",10,"11.6865,76.1340","https://example.com/photos/mini_k.jpg",Approved
"Dr. Praveen Kumar",praveen.kumar@email.com,hashed_password_placeholder,Wayanad,Dermatologist,"[{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]}]","Availability: Every Friday. A visiting dermatologist who holds a weekly clinic in Wayanad to treat common skin ailments and allergies.","MBBS, MD (Dermatology)","Malayalam, English",12,"11.6850,76.1325","https://example.com/photos/praveen_kumar.jpg",Approved
"Dr. Reshma N",reshma.n@email.com,hashed_password_placeholder,Wayanad,Dermatologist,"[]","Availability: Online Consultations. Provides dermatological advice through online platforms, catering to the needs of patients in remote areas of Wayanad.","MBBS, DDVL","Malayalam, English",6,"11.6878,76.1305","https://example.com/photos/reshma_n.jpg",Approved
"Dr. Madhavan Kutty",madhavan.kutty@email.com,hashed_password_placeholder,Wayanad,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]}]","A dedicated pediatrician serving the tribal and rural populations of Wayanad, focusing on child nutrition and infectious diseases.","MBBS, DCH","Malayalam, English",24,"11.6845,76.1308","https://example.com/photos/madhavan_kutty.jpg",Approved
"Dr. Jincy Jose",jincy.jose@email.com,hashed_password_placeholder,Wayanad,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""15:00"",""endTime"":""18:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""15:00"",""endTime"":""18:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""15:00"",""endTime"":""18:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""15:00"",""endTime"":""18:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""15:00"",""endTime"":""18:00""}]}]","A young and enthusiastic pediatrician working to improve vaccination coverage and newborn care in Wayanad.","MBBS, MD (Pediatrics)","Malayalam, English",7,"11.6890,76.1330","https://example.com/photos/jincy_jose.jpg",Approved
"Dr. Prakash Nambiar",prakash.nambiar@email.com,hashed_password_placeholder,Kannur,Cardiologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]}]","A senior interventional cardiologist in Kannur, known for his expertise in complex angioplasties and cardiac emergencies.","MBBS, MD, DM (Cardiology)","Malayalam, English",23,"11.8745,75.3704","https://example.com/photos/prakash_nambiar.jpg",Approved
"Dr. Anitha Das",anitha.das@email.com,hashed_password_placeholder,Kannur,Cardiologist,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]}]","Specializes in preventative cardiology and cardiac imaging, promoting heart-healthy lifestyles in the Kannur region.","MBBS, DNB (Cardiology)","Malayalam, English",14,"11.8760,75.3680","https://example.com/photos/anitha_das.jpg",Approved
"Dr. Rajeev Menon",rajeev.menon@email.com,hashed_password_placeholder,Kannur,Neurologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]}]","A leading neurologist in Kannur, with a special interest in stroke rehabilitation and neuromuscular disorders.","MBBS, MD, DM (Neurology)","Malayalam, English",20,"11.8730,75.3720","https://example.com/photos/rajeev_menon.jpg",Approved
